AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date,Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Tata Asset Management Limited,132756,Tata ELSS Fund,Open Ended,Equity Scheme - ELSS,Tata ELSS Fund-Growth-Direct Plan,Rs.500,31-Mar-1996,,INF277K01I86
HDFC Asset Management Company Limited,119116,HDFC Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,HDFC Gilt Fund - Growth Option - Direct Plan,REFER SID,16-Jul-2001,,INF179K01VS0
ICICI Prudential Asset Management Company Limited,120599,ICICI Prudential Multicap Fund,Open Ended,Equity Scheme - Multi Cap Fund,ICICI Prudential Multicap Fund - Direct Plan -  Growth,Rs. 5000/- (plus in multiple of Re. 1/-),01-Sep-1994,,INF109K014O9
LIC Mutual Fund Asset Management Limited,120285,LIC MF Children's Fund,Open Ended,Solution Oriented Scheme - Children s Fund,LIC MF Children's Fund-Direct Plan-Growth,5000/-,26-Sep-2001,05-Oct-2001,INF767K01FB1
Aditya Birla Sun Life AMC Limited,119501,Aditya Birla Sun Life Savings Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,5000,19-Nov-2001,,INF209K01UR9
Franklin Templeton Asset Management (India) Private Limited,118506,Franklin India Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Franklin India Money Market Fund - Direct - Growth,Rs.10000 (Long Term Plan),21-Jan-2002,,INF090I01GV8
Canara Robeco Asset Management Company Limited,118305,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01FU6
Canara Robeco Asset Management Company Limited,139235,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01IC8
Franklin Templeton Asset Management (India) Private Limited,148313,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Open Ended,Debt Scheme - Short Duration Fund,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,Rs.5000 (Retail) Rs.5 Crs (Institutional),31-Jan-2002,,INF090I01VS3
Franklin Templeton Asset Management (India) Private Limited,148015,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Open Ended,Debt Scheme - Short Duration Fund,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,Rs.5000 (Retail) Rs.5 Crs (Institutional),31-Jan-2002,,INF090I01UY3
Franklin Templeton Asset Management (India) Private Limited,148002,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Open Ended,Debt Scheme - Short Duration Fund,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,Rs.5000 (Retail) Rs.5 Crs (Institutional),31-Jan-2002,,INF090I01UP1
Franklin Templeton Asset Management (India) Private Limited,118565,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Open Ended,Debt Scheme - Short Duration Fund,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,Rs.5000 (Retail) Rs.5 Crs (Institutional),31-Jan-2002,,INF090I01GK1
SBI Funds Management Limited,119719,SBI MAGNUM CHILDREN'S BENEFIT FUND - SAVINGS PLAN,Open Ended,Solution Oriented Scheme - Children s Fund,SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH,1500,28-Dec-2001,28-Dec-2001,INF200K01QR6
Baroda BNP Paribas Asset Management India Private Limited,119415,BARODA BNP PARIBAS LIQUID FUND,Open Ended,Debt Scheme - Liquid Fund,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Rs. 2000,14-Feb-2002,,INF955L01AL0
ICICI Prudential Asset Management Company Limited,120211,ICICI Prudential Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,5000,27-Feb-2002,,INF109K01R14
LIC Mutual Fund Asset Management Limited,120249,LIC MF Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,LIC MF Liquid Fund-Direct Plan-Growth,5000/-,11-Mar-2002,,INF767K01DN1
Baroda BNP Paribas Asset Management India Private Limited,119341,BARODA BNP PARIBAS GILT FUND,Open Ended,Debt Scheme - Gilt Fund,Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,2000,14-Feb-2002,,INF955L01AD7
Taurus Asset Management Company Limited,118870,Taurus Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Taurus Large Cap Fund - Direct Plan - Growth,Rs. 500 and in multiples of Re 1 thereafter,07-May-2008,,INF044D01BX3
ICICI Prudential Asset Management Company Limited,120603,ICICI Prudential All Seasons Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,1000,12-Mar-2008,,INF109K016E5
Kotak Mahindra Asset Management Company Limited.,119739,Kotak Bond Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Kotak Bond Short Term Plan-(Growth) - Direct,Rs.1000,03-May-2002,03-May-2002,INF174K01JI7
JM Financial Asset Management Limited,120471,JM Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,JM Short Term Fund (Direct) - Growth Option,100000,18-Jun-2002,,INF192K01EA7
Sundaram Asset Management Company Ltd,119581,Sundaram Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Sundaram Mid Cap Fund Direct Plan - Growth,Rs.5000/-,24-Jun-2002,,INF903J01MJ3
Sahara Asset Management Company Private Limited,120288,Sahara Growth Fund,Open Ended,Growth,Sahara Growth Fund-Dividend- Direct,3000,22-Jul-2002,,INF515L01759INF515L01767
Sahara Asset Management Company Private Limited,120289,Sahara Growth Fund,Open Ended,Growth,Sahara Growth Fund-Growth- Direct,3000,22-Jul-2002,,INF515L01775
DSP Asset Managers Private Limited,119226,DSP Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,DSP Short Term Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,30-Aug-2002,04-Sep-2002,INF740K01NJ5
SBI Funds Management Limited,119709,SBI ESG Exclusionary Strategy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,1000,29-Oct-1993,,INF200K01SE0
Canara Robeco Asset Management Company Limited,118282,Canara Robeco Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,Rs.5000/,20-Aug-2002,07-Sep-2002,INF760K01FI1
Aditya Birla Sun Life AMC Limited,119648,Aditya Birla Sun Life Nifty 50 Index Fund,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,5000,10-Sep-2002,11-Sep-2002,INF209K01VY3
ICICI Prudential Asset Management Company Limited,120398,ICICI Prudential Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,ICICI Prudential Savings Fund - Direct Plan - Growth,5000,01-Aug-2002,,INF109K01O82
Aditya Birla Sun Life AMC Limited,119620,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,5000,09-Sep-2002,09-Sep-2002,INF209K01Q30
ICICI Prudential Asset Management Company Limited,120334,ICICI Prudential Multi-Asset Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,Rs. 5000/- (plus in multiple of Re. 1/-),07-Oct-2002,,INF109K015K4
HSBC Asset Management (India) Private Ltd.,120030,HSBC Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,HSBC Large Cap Fund - Direct Growth,5000,14-Nov-2002,,INF336L01CM7
HSBC Asset Management (India) Private Ltd.,120059,HSBC Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HSBC Medium to Long Duration Fund - Direct Growth,5000,14-Nov-2002,,INF336L01DE2
HSBC Asset Management (India) Private Ltd.,120038,HSBC Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,HSBC Liquid Fund -  Growth Direct,5000,14-Nov-2002,11-Dec-2002,INF336L01CC8
Tata Asset Management Limited,119960,Tata Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Tata Equity Savings Fund- Direct Plan- Growth Option,Rs.5000,27-Apr-2000,,INF277K01QH5
Nippon Life India Asset Management Limited,118796,Nippon India Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,Nippon India Short Duration Fund - Direct Plan Growth Plan - Growth Option,5000/-,09-Dec-2002,,INF204K01B32
Aditya Birla Sun Life AMC Limited,119507,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,5000,23-Jan-2003,27-Jan-2003,INF209K01WA1
DSP Asset Managers Private Limited,119250,DSP Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,DSP Large Cap Fund - Direct Plan - Growth,Rs. 1000/- & any amount thereafter,10-Feb-2003,21-Feb-2003,INF740K01PR3
ICICI Prudential Asset Management Company Limited,120754,ICICI Prudential Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,ICICI Prudential Short Term Fund - Direct Plan - Growth Option,5000,11-Dec-2012,,INF109K013N3
ICICI Prudential Asset Management Company Limited,120425,ICICI Prudential Floating Interest Fund,Open Ended,Debt Scheme - Floater Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,Rs 5000/-,01-Jan-2000,,INF109K01P57
DSP Asset Managers Private Limited,119082,DSP Credit Risk Fund,Open Ended,Debt Scheme - Credit Risk Fund,DSP Credit Risk Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,12-May-2003,12-May-2003,INF740K01OS4
Aditya Birla Sun Life AMC Limited,119498,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,5000,22-Apr-2002,24-Apr-2003,INF209K01XK8
Nippon Life India Asset Management Limited,118588,Nippon India Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option,Rs 5000 (Retail)Rs 5 Crore (Institutional),08-May-2003,26-May-2003,INF204K01D22
Nippon Life India Asset Management Limited,118589,Nippon India Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,Rs 5000 (Retail)Rs 5 Crore (Institutional),08-May-2003,26-May-2003,INF204K01XO1
LIC Mutual Fund Asset Management Limited,120276,LIC MF Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,1000/-,01-Jun-2003,,INF767K01EO7
Aditya Birla Sun Life AMC Limited,119511,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,5000,01-Jun-2003,01-Jun-2003,INF209K01UU3
LIC Mutual Fund Asset Management Limited,120315,LIC MF Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,LIC MF Low Duration Fund-Direct Plan-Growth,5000/-,29-May-2003,,INF767K01FM8
HDFC Asset Management Company Limited,118955,HDFC Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,HDFC Flexi Cap Fund - Growth Option - Direct Plan,For new investors  Rs.5000 For existing Rs. 1000,08-Dec-1994,24-Dec-1994,INF179K01UT0
HDFC Asset Management Company Limited,118935,HDFC Value Fund,Open Ended,Equity Scheme - Value Fund,HDFC Value Fund - Growth Option - Direct Plan,For new investors  Rs.5000 For existing Rs. 1000,16-Dec-1993,31-Dec-1993,INF179K01VC4
HDFC Asset Management Company Limited,119060,HDFC ELSS Tax saver,Open Ended,Equity Scheme - ELSS,HDFC ELSS Tax saver - Growth Option - Direct Plan,REFER SID,31-Mar-1996,,INF179K01YS4
HDFC Asset Management Company Limited,119075,HDFC Dynamic Debt Fund,Open Ended,Debt Scheme - Dynamic Bond,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,REFER SID,28-Apr-1997,,INF179K01WB4
HDFC Asset Management Company Limited,119081,HDFC Medium Term Debt Fund,Open Ended,Debt Scheme - Medium Duration Fund,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,REFER SID,06-Feb-2002,,INF179K01WI9
HDFC Asset Management Company Limited,119092,HDFC Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,HDFC Money Market Fund - Growth Option - Direct Plan,REFER SID,18-Nov-1999,,INF179KB1HU9
HDFC Asset Management Company Limited,119110,HDFC Overnight Fund,Open Ended,Debt Scheme - Overnight Fund,HDFC Overnight Fund - Growth Option - Direct Plan,REFER SID,06-Feb-2002,,INF179KB1HT1
HDFC Asset Management Company Limited,119018,HDFC Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,HDFC Large Cap Fund - Growth Option - Direct Plan,For new investors  Rs.5000 For existing Rs. 1000,19-Aug-1996,09-Aug-2000,INF179K01YV8
JM Financial Asset Management Limited,120435,JM Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,JM Dynamic Bond Fund - (Direct) - Growth Option,Rs 5000/- per option,23-Jun-2003,,INF192K01DD3
UTI Asset Mgmt. Co. Ltd.,120304,UTI - Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,Rs 10000 & in  multiple of Rs 1 in dividend option,23-Jun-2003,,INF789F01XQ6
Kotak Mahindra Asset Management Company Limited.,119746,Kotak Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Kotak Money Market Fund - (Growth) - Direct,1000,01-Jan-2007,,INF174K01MW2
Baroda BNP Paribas Asset Management India Private Limited,119354,Baroda BNP Paribas Multi Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,5000,14-Aug-2003,,INF955L01AG0
Canara Robeco Asset Management Company Limited,118275,Canara Robeco Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,Rs.5000/-,29-Aug-2003,12-Sep-2003,INF760K01EF0
Franklin Templeton Asset Management (India) Private Limited,118543,Franklin India Dynamic Asset Allocation Active Fund of Funds,Open Ended,Other Scheme - FoF Domestic,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct - Growth,Rs.5000,31-Oct-2003,,INF090I01HV6
ICICI Prudential Asset Management Company Limited,120605,ICICI Prudential Gilt Fund Investment Plan PF Option,Open Ended,Gilt,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,5000,19-Nov-2003,,INF109K011D8
ICICI Prudential Asset Management Company Limited,120242,ICICI Prudential Passive Strategy Fund (FOF),Open Ended,Other Scheme - FoF Domestic,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan - Growth,5000,19-Dec-2003,,INF109K01W58
ICICI Prudential Asset Management Company Limited,120700,ICICI Prudential Thematic Advantage Fund (FOF),Open Ended,Other Scheme - FoF Domestic,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,5000,19-Dec-2003,,INF109K01X40
ICICI Prudential Asset Management Company Limited,120679,ICICI Prudential Asset Allocator Fund (FOF),Open Ended,Other Scheme - FoF Domestic,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - Growth,#@,19-Dec-2003,,INF109K01X16
ICICI Prudential Asset Management Company Limited,120313,ICICI Prudential Income Plus Arbitrage Active FOF,Open Ended,Other Scheme - FoF Domestic,ICICI Prudential Income plus Arbitrage Active FOF - Direct Plan - Growth,5000,19-Dec-2003,,INF109K01W82
ICICI Prudential Asset Management Company Limited,120702,ICICI Prudential Debt Management Fund (FOF),Open Ended,Other Scheme - FoF Domestic,ICICI Prudential Debt Management Fund (FOF) - Direct Plan - Growth,s,19-Dec-2003,,INF109K01X73
HDFC Asset Management Company Limited,119118,HDFC Hybrid Debt Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,5000,17-Nov-2003,,INF179K01XE6
Nippon Life India Asset Management Limited,118726,Nippon India Conservative Hybrid Fund (Existing number of Segregated Portfolios - 1),Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option,5000,10-Dec-2003,,INF204K01YV4
Nippon Life India Asset Management Limited,148296,Nippon India Conservative Hybrid Fund (Existing number of Segregated Portfolios - 1),Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,5000,10-Dec-2003,,INF204KB14O0
Nippon Life India Asset Management Limited,148143,Nippon India Conservative Hybrid Fund (Existing number of Segregated Portfolios - 1),Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,5000,10-Dec-2003,,INF204KB12K2
ICICI Prudential Asset Management Company Limited,120611,ICICI Prudential Gilt Fund Treasury Plan PF Option,Open Ended,Gilt,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,5000,20-Feb-2004,,INF109K011E6
HSBC Asset Management (India) Private Ltd.,120046,HSBC Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,HSBC Flexi Cap Fund - Direct Growth,5000,22-Jan-2004,,INF336L01DH5
HSBC Asset Management (India) Private Ltd.,120073,HSBC Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,HSBC Conservative Hybrid Fund - Direct Growth,5000,22-Jan-2004,,INF336L01DW4
UTI Asset Mgmt. Co. Ltd.,120724,UTI Children's Equity Fund,Open Ended,Solution Oriented Scheme - Children s Fund,UTI Children's Equity Fund - Direct Plan - Growth Option,5000,30-Jan-2008,30-Jan-2008,
ICICI Prudential Asset Management Company Limited,120616,ICICI Prudential Regular Savings Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,5000,30-Mar-2004,,INF109K01S39
UTI Asset Mgmt. Co. Ltd.,120726,UTI - Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,UTI Mid Cap Fund-Growth Option- Direct,5000,02-Jan-2003,,INF789F01UA6
UTI Asset Mgmt. Co. Ltd.,120728,UTI - Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Infrastructure Fund-Growth Option- Direct,5000,02-Jan-2003,,INF789F01TU6
UTI Asset Mgmt. Co. Ltd.,120731,UTI - Transportation and Logistics Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI-Transportation and Logistics  Fund-Growth Option- Direct,10000,11-Apr-2008,11-Apr-2008,INF789F01SH5
UTI Asset Mgmt. Co. Ltd.,120733,UTI - Banking and Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,5000/-,02-Jan-2003,,INF789F01SN3
Nippon Life India Asset Management Limited,118762,Nippon India Power & Infra Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,5000,29-Mar-2004,,INF204K01I68
Nippon Life India Asset Management Limited,118763,Nippon India Power & Infra Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,5000,29-Mar-2004,,INF204K01I92
Aditya Birla Sun Life AMC Limited,120705,Aditya Birla Sun Life Regular Savings Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,5000,12-Apr-2004,12-Apr-2004,INF209K01XH4INF209K01XJ0
Nippon Life India Asset Management Limited,118758,Nippon India Pharma Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option,5000/-,10-May-2004,,INF204K01I27
Nippon Life India Asset Management Limited,118759,Nippon India Pharma Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,5000/-,10-May-2004,,INF204K01I50
